,date,top_50_trends
111,2019-04-22,"['teslaautonomyday', 'energystarchat', 'protectourspecies', 'happyearthday2019', 'withoutruleswe', 'powerofpositivesummit', 'diadelatierra', '1day1thing', 'mondaymood', 'knockdownthehouse', 'pictureearth', 'inmygardeni', 'nationalbeagleday', 'musicmonday', 'theview', 'motivationmonday', 'recycle', 'putnamesinfilmtitles', 'jordanxboxsweepstakes', 'happinessbegins', 'mondaymorning', 'mondaythoughts', 'advicefromthedog', 'john waters', 'save of the week', 'the supreme court', 'the earth', 'washington examiner', 'delphi', 'title vii', 'jack nicholson', 'steve golin', 'kerrville', 'federal reserve board', 'seth moulton', 'philip klein', 'rokugotsweepstakes', 'pat tillman', 'melly', 'louis tomlinson', 'mother earth', 'stephen moore', 'happy earth', 'will cain', 'herman cain', 'mondaymotivation', 'impeachdonaldtrump', 'earth day', 'bbmastopsocial', 'earthday']"
112,2019-04-23,"['hiddendeepinmycloset', 'unstoppablelikeme', 'countmein', 'time100summit', 'godzillamovie', 'pbwc', 'cskvsrh', 'impeachdonadtrump', 'nationalpicnicday', 'census2020', 'constructedbysatan', 'shakespeareday', 'murrow', 'traveltuesday', 'myhelpwantedad', '2020census', 'tuesdaymotivation', 'joe bartolotta', 'grayson greiner', 'boston bomber', ""don't hurt yourself"", 'cornyn', 'justin houston', 'grant hill', 'all night', 'white house correspondents', 'life is beautiful', 'love drought', 'the markup', 'veach', 'kareem hunt', 'cole anthony', 'henry bloch', 'powerball', 'chris jones', 'gemini man', 'patrick peterson', 'will smith', 'dvpit', 'jared kushner', 'robbie gould', 'hard summer', 'lemonade', 'my3mcudates', 'republicansforimpeachment', 'tuesdaythoughts', 'dee ford', 'chiefs', 'worldbookday', 'frank clark']"
113,2019-04-24,"['bradleybeal', 'cheatershotel', 'vegaschat', 'slackfrontiers', 'avangersendgame', 'andimack', 'kbtribechat', 'catanddog', 'rejectedschoolactivities', 'saveandimack', '5jobsivehad', 'wallpaperwednesday', 'rcbvkxip', 'whenithrowaparty', 'iexplorechat', 'nbacommunityassist', 'purduedayofgiving', 'munmci', 'stopfoodwasteday', 'manchesterderby', 'ihadtogrowupbecause', 'wednesdaythoughts', 'armeniangenocide', 'wednesdaymotivation', 'mydreamjobwouldhave', 'wgafeatureboost', 'denimday', 'mike wright', 'crystal lake', 'five jobs', 'aj freund', 'heroes in crisis', 'transparent', 'persona 5 royal', 'andi mack', 'armenians', 'bari weiss', 'administrative professionals', 'atlus', 'lost lands', 'steve king', 'morgana', 'tom arnold', 'bun b', 'louisandrichard', '5 jobs', 'askmetro', 'shethepeople2020', 'adminprofessionalsday', 'wednesdaywisdom']"
114,2019-04-25,"['alpacino', 'perfectdate', 'myfirstrpg', 'byktwd', 'bringyourchildtoworkday', 'dnaday19', 'tostitosthursday', 'gcu2019', 'asifloatinouterspace', 'getonboard', 'worldmalariaday', 'thursdaymotivation', 'april25th', 'ifiwereroyalty', 'nfldraftday', 'joe2020', 'draftday', 'worldpenguinday', 'nfldraft2019', 'persona 5 scramble', 'take your child to work day', ""let's rock"", 'blizzcon', 'rick monday', 'cameron maybin', 'days gone', 'jernigan', 'al pacino', 'nipsey blue', 'solomon thomas', 'rami malek', 'uncle joe', 'lara trump', 'ryan clark', 'olivia munn', 'symone sanders', 'sleepy joe', 'bond', 'ruston', 'anita hill', 'prince william', 'seventh woods', 'otto warmbier', 'draft day', 'thursdaythoughts', 'takeyourchildtoworkday', 'avengersengame', 'tsmural', 'biden', 'derangeddonald']"
115,2019-04-26,"['battleofflowers', 'blackoutbts', 'worldipday', 'mamsummit', 'travelskills', 'ksatfiesta', 'alien40th', 'fursuitfriday', 'derangedtrump', 'avengersendgamespoilers', 'titsoutforbanks', 'friyay', 'nraam', 'newmusicfriday', 'robertelee', 'mysixwordstoryoffaith', 'cheif', 'marriedwithkidsproblems', 'fridayreads', 'memusicvideo', 'chiptoothsmileparty', 'flashbackfriday', 'fridaythoughts', 'lesbiandayofvisibility', 'armywithluv', 'nationalpretzelday', 'alienday', 'fridaymotivation', '3.2% gdp', 'i-70', 'lost cause', 'rommel', 'general lee', 'cheif hostage negotiator', 'army with luv', 'the nra', 'infinity gauntlet', '""thanos""', 'arbor day', 'kansas supreme court', 'confederacy', 'google thanos', 'dabo', 'maria butina', 'arborday', 'lesbianvisibilityday', 'americansforimpeachment', 'fridayfeeling', 'anonymous', 'robert e. lee']"
116,2019-04-27,"['furnaceparty', 'patsrun', 'saturdaymotivation', 'bookstoreday', 'igetenergized', 'indiebookstoreday', 'moneylion300', 'antiracistbookfest', 'santaclaritadiet', 'snellyeah', 'caturday', 'chauncey gardner-johnson', 'punter in the 4th', 'guice', 'doug the pug', 'idris elba', 'renell wren', 'hjalte froholdt', 'anthony nelson', 'round 4', 'iman marshall', 'isaiah johnson', 'thiem', 'maxx crosby', 'trevon wesco', 'phil haynes', 'thompson', 'khari willis', 'mitch wishnowsky', 'kendall sheffield', 'christian miller', 'dru samia', 'ryan finley', 'julian love', 'mack wilson', 'amani hooker', 'austin bryant', 'thefirsthomegame', 'ben powers', 'sheldrick redwine', 'justice hill', 'gary jennings', 'oliver north', 'saturdaythoughts', 'saturdaymorning', 'riley ridley', 'bryce love', 'benny snell', 'independentbookstoreday', 'thankyouavengers']"
117,2019-04-28,"['leiars', 'azerbaijangp', 'cnnsotu', 'bosvsmil', 'kkrvmi', 'chelsea', 'geico500', 'fakegameshowfacts', 'burmci', 'wethelgbtq', 'iwillnottolerate', 'amjoy', 'sundaymotivation', 'medanceparty', 'sundayfunday', 'nationalsuperheroday', 'jackstopthehate', 'martin atkinson', 'christos anesti', 'alex reyes', 'roger emrich', 'kovacic', 'sally yates', 'leicester', 'luke shaw', 'the battle of winterfell', 'mesoraco', 'giroud', 'bielsa', 'marcos alonso', 'judge keith', 'mata', 'sen. lugar', 'judge damon keith', 'higuain', 'nido', 'leeds', 'burnley', 'bailly', 'dick lugar', '$1.2 billion', 'lukaku', 'senator lugar', 'richard lugar', 'avergersendgame', 'sundaymorning', 'sundaythoughts', 'munche', 'battleofwinterfell', 'de gea']"
118,2019-04-29,"['futuresecurityforum', 'wasjustanordinaryday', 'realstreetfest', 'emergeamericas2019', 'hhn29', 'worldwishday', 'resilientdc', 'umassgives', 'digitalroundtable', 'gots08e03', 'aslongaswesticktogether', 'supermajority', 'childrensbookweek', 'miglobal', 'gimme', 'thelongnight', 'healthforall', 'delltechworld', 'mondaymood', 'gartnermktg', 'friendlikeme', 'thingssaidinthefuture', 'musicmonday', 'ripjohnsingleton', 'askmkbhd', 'marvelschmovies', 'motivationmonday', 'boyz n the hood', 'poetic justice', 'duke ellington', 'cliven bundy', 'unions', 'peabo', 'abu bakr al-baghdadi', 'mary sue', 'feel no ways', 'fire & desire', 'sarah lawrence', 'nate lowe', 'the long night', 'etika', 'stenger', 'impossible whopper', 'woodstock 50', 'mondaythoughts', 'mondaymorning', 'internationaldanceday', 'nottoday', 'john singleton', 'mondaymotivation']"
119,2019-04-30,"['leaddevnewyork', 'internationaljazzday', 'coveringclimatenow', 'iwastrainedto', 'adoptashelterpetday', 'skipridesthetrollercoaster', 'wangotango', 'traveltuesday', 'eranow', 'smwnyc', 'erahearing', 'easwxboxgiveaway', 'aclfest', 'honestyin5wordsorless', '30abr', 'itsgonnabemay', 'indicttrump', 'tonyawards', 'tonynominations', 'ace ventura', 'paramount', 'nicolás maduro', 'miraflores', 'altamira', 'jamaal charles', 'ben schwartz', 'juan guaidó', 'tails', 'espn the magazine', 'super mario bros', 'sega', 'la carlota', 'erik prince', 'coolio', 'eggman', 'robotnik', 'guaido', 'james marsden', 'caracas', 'nationaladoptashelterpetday', 'tuesdaymotivation', 'detective pikachu', 'benjaminbuttonandme', 'operacionlibertad', 'scott foster', ""gangsta's paradise"", 'tuesdaythoughts', 'jim carrey', 'venezuela', 'sonic']"
120,2019-05-01,"['red4ed', 'scfored', 'apahm', '1demayo', 'hollywoodstudios30', 'wednesdaythoughts', 'lawday', 'nationalgolfday', 'mentalhealthmonth', 'nationaldecisionday', 'todayisagreatdayfor', 'spongebobsquarepants', 'redfored', 'bambamxcviiday', 'horroricecream', 'veronicamars', 'decisionday', 'alloutmay1', 'barrmustgo', 'internationalworkersday', 'impeachbarrandtrump', 'wednesdaymotivation', 'collegesigningday', 'mentalhealthawarenessmonth', 'barrcoverup', 'barrtestimony', 'muellerletter', 'sheldon whitehouse', 'riley howell', 'chuck grassley', 'attorney general', 'brian williams', 'ghost rider', 'dick durbin', 'caster semenya', 'iker casillas', 'feinstein', 'leahy', 'senate judiciary committee', 'bill barr', 'jonas brothers', 'william barr', 'ag barr', 'may day', 'wednesdaywisdom', 'barrlied', 'mayday', 'happinessbeginstour', 'lindsey graham', 'barrhearing']"
121,2019-05-02,"['vampireweekend', 'missusa', 'coyg', 'mixedish', 'arsval', 'ripchewy', 'onemoretimeandi', 'mywsustory', 'chewy', 'askgrant', 'gottafixfast', 'brandcast', 'memeans', 'firstthingonmytodolist', 'chickenbarr', 'jackets50', 'r.i.p. peter', 'noah syndergaard', 'catherine pugh', 'kashyyyk', 'the advocate', 'birdie', 'not chewy', 'red kelly', 'rip mr mayhew', 'clendening', 'kelly craft', 'times-picayune', 'milo yiannopoulos', 'laura loomer', 'arizona iced tea', 'rest in peace peter', 'joyner lucas', 'godzillaxboxsweepstakes', ""d'angelo russell"", 'whenthelightturnsyellow', 'dick cheney', 'alex jones', 'farrakhan', 'maytheforcebewithyou', 'mesingalong', 'rip chewy', 'wookie', 'rip peter', 'mr. mayhew', 'may the force', 'chewie', 'rippetermayhew', 'chewbacca', 'peter mayhew']"
122,2019-05-03,"['wheresdon', 'k102garth', 'nationalparanormalday', 'canelovsjacobs', 'alcoholfueledfilms', 'deadtome', 'nysutra', 'cancelmydebt', 'greenwall', 'askcoll', 'kentuckyderby2019', 'flashbackfriday', 'kyoaks', 'streamificanthaveyou', 'extremelywicked', 'jegs200', 'flythew', 'kentuckyoaks', 'jose ortiz', 'uncle leo', 'the rise of the lady backpack', 'mike gerber', 'johnny sauter', 'bellafina', 'ron rivera', 'hechavarria', 'jean segura', 'komarov', 'martinook', 'dom smith', 'joe simpson', 'russian hoax', 'positive spirit', 'casey martin', 'ethan small', 'the professor', 'maddux', 'de blasio', 'pelech', 'ted bundy', 'ty lue', 'csweor', 'sweetenupasong', 'serengeti empress', 'lesspopularsuperheroes', 'fixbio', 'ecu19', 'kyle hendricks', 'john kelly', 'putin']"
123,2019-05-04,"['jackets50', 'codeofhonor', 'letitreign', 'derby145', 'closure', 'untappdbeerfestival', 'everywhereiturnisee', 'starwarsday2019', 'traitortrump', 'ufcottawa', 'newliv', 'becauseofrhe', 'derby time', 'nyxl', 'el mago', 'master fencer', 'wacha', 'luis saez', 'origi', 'carlos santana', 'bricks and mortar', 'newcastle', 'joe buck', 'gray magician', 'long range toddy', 'matt kemp', 'by my standards', 'roadster', 'cutting humor', 'riders up', 'baker mayfield', 'country house', 'bob baffert', 'darvish', 'rachel held evans', 'war of will', 'derbyday', 'kentuckyderby145', 'my old kentucky home', 'tacitus', 'win win win', 'kentucyderby', 'improbable', 'taylor davis', 'code of honor', 'game winner', 'kyderby', 'kentucky derby', 'maximum security', 'kentuckyderby2019']"
124,2019-05-05,"['btsxrosebowlday2', 'sixersoutsiders', 'game7', 'ganderrv400', 'kawhi', 'houvorl', 'cincodedrinko', 'phivstor', 'happycincodemayo', 'raptorsvssixers', 'sundaythoughts', 'unusualpinatastuffers', 'paranoidmovies', 'sundayfunday', 'outerspacecinema', 'ramadanmubarak', 'new balances', 'feliz cinco de mayo', 'kawhi not', 'simmons and embiid', 'jj reddick', 'raimel tapia', 'falwell', 'james cameron', 'mark jones', 'alex bregman', 'max muncy', 'starling marte', 'max fried', 'ibaka', 'hubie brown', 'marte partay', 'domingo german', 'parayko', 'fernando rodney', 'alex cora', 'archie bradley', 'sammy blais', 'play gloria', 'raiseit', 'neveralonelgbtq', 'embiid and simmons', 'stollen', 'stlvsdal', 'happy cinco de mayo', 'torvsphi', 'bishop', 'tobias harris', 'cincodemayo', 'kawhi leonard']"
125,2019-05-06,"['pickuplinesforrobots', 'mnuchin', 'gaga', 'starbuckscup', 'trumpsscaredofmueller', 'ewa19', 'alaskatravelmoments', 'badthings2sayordonaked', 'rokugotsweepstakes', 'iwasscarredforlifewhen', 'mcfc', 'metball2019', 'nickigala', 'eredcarpet', 'liza koshy', 'the shield', 'eddy pineiro', 'rodney harrison', 'four looks', 'hellraiser', 'the americans', 'blink 182', 'black lace', 'pablo sandoval', 'where is harry', 'manchester city', 'the earring', 'iheanacho', 'treasury secretary mnuchin', 'brandon maxwell', 'lil wayne', 'six feet under', 'anna wintour', 'rick scott', 'breaking bad', 'serena williams', 'marcus smart', 'man city', 'leicester', 'mancity', 'ladygaga', 'harry styles', 'riotwalkout', 'camp', 'mcilei', 'kompany', 'met gala', 'billy porter', 'lady gaga', 'metgala']"
126,2019-05-07,"['tuesdayselfie', 'ewgc', 'googleio2019', 'lockmnuchinup', 'bebest', 'barliv', 'schoolshooting', 'badlydescribeasong', 'stupidquestionsataluau', 'lfcfcb', 'facebookdown', 'lfcbarça', 'io19', 'stemshooting', 'jay williams', 'colorado stem', 'never give up', 'trent alexander-arnold', 'gini', 'champions league final', 'up the reds', 'no firmino', 'alexander arnold', 'falwell', 'sandra bland', 'salah and firmino', 'no salah', 'avatar 2', 'max kellerman', 'vidal', ""you'll never walk alone"", 'jordi alba', 'origi', 'suarez', 'coutinho', 'dembele', 'highlands ranch', 'roma', 'klopp', 'teacherappreciationday', 'livfcb', 'ayesha', 'valverde', 'anfield', 'championsleague', 'livbar', 'ynwa', 'barcelona', 'barca', 'liverpool']"
127,2019-05-08,"['graciasferru', 'gamerthrones', 'championsleague2019', 'aplit', 'barrcontempt', 'uefachampionsleague', 'whenyoucopymystyle', 'championsleaguefinal', 'dele alli', 'the house judiciary committee', 'josh bell', 'holmby hills', 'kush & oj', 'senate intel committee', 'tyra banks', 'archibald', 'jerry rice', 'bow wow', 'rich forever', 'gerardo reyes', 'de jong', 'trippier', 'seth meyers', 'steve nash', 'burr', 'llorente', 'ziyech', 'no ceilings', 'all english', 'meghan mccain', 'senate intelligence committee', 'watchmen', 'de ligt', 'harry kane', 'rememberwaybackwhen', 'thfc', 'uclfinal', 'donald trump jr.', 'poch', 'kendrick castillo', 'addison russell', 'jason kidd', 'archie', 'ajatot', 'lucas moura', 'champions league', 'spurs', 'tottenham', 'coys', 'ajax']"
128,2019-05-09,"['bluemoon', 'itmovie', 'paradisehotel', 'ktbffh', 'appsych', 'paradisedrinks', 'projared', 'its2019andimstill', 'chesge', 'chelsea', 'weirdplacestoleaveacoffeecup', 'valars', 'aperol spritz', 'europa league final', 'jovic', 'blue origin', 'albert pujols', 'dogfish head', 'ghost recon', 'medievil', 'john kerry', 'sam adams', 'bezos', 'final fantasy 7', 'world cup series', 'stamford bridge', 'telvin smith', 'red socks', 'tyler austin', 'blue moon', '4 english', 'ffvii', 'final fantasy vii remake', 'patrick shanahan', 'kam chancellor', 'logan act', 'all english', 'david luiz', 'get a starbucks card', 'ff7 remake', 'frankfurt', 'baku', 'coyg', 'state of play', 'itchapter2', 'kepa', 'chefra', 'doug baldwin', 'europaleague', 'stateofplay']"
129,2019-05-10,"['pursuit', 'firestonefast6', 'twicelights', 'flashesforever', 'murphybrown', 'shoutouttoeveryonethat', 'flythel', 'mothersdayweekend', 'lethalweapon', 'savethekidsarealright', 'endtheconservatorship', 'militaryspouseappreciationday', 'americanhousewife', 'lifeinpieces', 'freshofftheboat', 'lakersprotest', 'thepassage', 'cashappfriday', 'naugrad', 'ihavemadrespectfor', 'speechless', 'avengersfye', 'flashbackfriday', 'therookie', 'purduewedidit', 'dopeornopegiveaway', 'pikapika', 'gabriel zamora', 'chris darden', 'didi gregorius', 'richard neal', 'marc lotter', 'staples center', 'life in pieces', 'lester quinones', 'kenan thompson', 'fresh off the boat', 'party city', 'house democrat', 'soul man', 'andrew neil', 'clipper darrell', 'loqueesha', 'itistimetopanicwhen', 'byesister', 'jamescharlesisoverparty', 'ben shapiro', 'freecodefridaycontest', 'tati', 'dearmetenyearsago']"
130,2019-05-11,"['yourscifimom', 'bucsbooth', 'ig2019', 'nationaldogmomsday', 'iltioy', 'saturdayvibes', 'everupward', 'indygp', 'cyclonegrad', 'utavhou', 'cutiesaturday', 'bestsleepwalkingactivities', 'torvphi', 'friendsugrads', 'naugrad', '2019augrad', 'uigrad19', 'btsxchicago', 'uscvcal', 'saturdaythoughts', 'caturday', 'lavnyc', 'tipsforsurvivingateenager', 'arcade fire', 'indigo girls', 'erik kratz', 'cole irvin', 'the clash', 'firenze fire', 'tsitsipas', 'nick hundley', 'john hicks', 'the police', 'harold lederman', 'nadal', 'albers', 'corbin martin', 'sean johnson', 'edwin jackson', 'lysistrata', 'vogel', 'dixon', 'bote', 'pagenaud', 'brokeahontas', 'alyssa milano', 'cosgrads2019', 'whyalienswontvisit', 'indycargp', 'sexstrike']"
131,2019-05-12,"['ipl2019final', 'thisisus', 'blazersvsnuggets', 'momjobdescription', 'atlvorl', 'mildredpierce', 'uniteandconquer', 'thelastwar', 'mothersdaylove', 'momsadvicein5words', 'whiskeycavalier', 'shocktheworld', 'nbaonabc', 'wewantthecup', 'usavrsa', 'monte morris', 'george springer', 'matt grzelcyk', 'cole irvin', 'youngboy', 'thairo estrada', 'corbin martin', 'great patriot farmers', 'jake debrusk', 'the trop', 'latvia', 'connor clifton', 'mcelhinney', 'heinen', 'the hurricanes', 'harkless', 'plumlee', 'happy mothers', 'atlutd', 'tropicana field', 'porzingis', 'chad green', 'josh bell', 'uswnt', 'gary harris', 'torrey craig', 'lgbtqslay', 'meyers leonard', 'dame time', 'carvsbos', 'mrazek', 'zach collins', 'evan turner', 'porvsden', 'cj mccollum']"
132,2019-05-13,"['robertkraft', 'buildfortomorrow', 'sb538', 'deadlinewh', 'musicmonday', 'purplefortheplanet', 'lenovoaccelerate', 'motivationmonday', 'nationalpoliceweek', 'phasesrapchallenge', 'songsonadiet', 'infrastructureweek', 'foxupfront', 'renewcloakanddagger', 'dumbstuffoverheardinapub', 'renewtheperfectionists', 'museumweek', 'womeninculture', 'rejectedbuffetitems', 'billnye', 'darkphoenix', 'mark stone', 'chance adams', 'goldberg', 'app store', 'which qb', 'rick gates', 'joe flacco', 'carter center', 'micker adolfo', 'ej manuel', 'nate jones', 'carlos rodon', 'hungary', 'tlaib', 'justin thomas', 'orban', 'nicky lopez', 'tom cotton', 'josh jackson', 'youcantbuyhappinessbut', 'babysittingdosanddonts', 'felicity huffman', 'xmensweepstakes', 'jimmy carter', 'mr. ratburn', 'president carter', 'discordmoments', 'xmenday', 'bill nye']"
133,2019-05-14,"['genx', 'secretsmw', 'vivalosbills', 'googlemarketinglive', 'pamelaturner', 'disneyupfront', 'placeanadforyourself', 'billsmafia', 'stumptown', 'whyiusecursewords', 'resignlindseygraham', 'wbaavl', 'avfc', 'promfail', 'nbalottery', 'deepthoughtsfromkareninacctg', 'st. ives', 'tammy abraham', 'optic', 'jed steer', ""mchale's navy"", 'rip tim', 'atleti', 'taco tuesday', 'kabuki warriors', 'san marino', 'dorf', 'aston villa', 'pat robertson', 'splinter cell', 'west brom', 'kd and kyrie', 'barnacle boy', 'ja morant', 'terry rozier', 'the knicks', 'gen x', 'harvey korman', 'ncaa football', 'griezmann', 'anthony davis', 'carol burnett', 'eurovision', 'alice rivlin', 'riptimconway', 'lindseygrahamresign', 'onlyoneofme', 'admitsongsyoudontlike', 'zion', 'tim conway']"
134,2019-05-15,"['mybodymychoiceperiod', 'unbelievablepics', 'panchospack', 'mariomaker2', 'peaceofficersmemorialday', 'lindseygrahamobstructed', 'roevswade', 'dskc', 'hitmewithyourbestpun', 'eflplayoffs', 'innovateosu', 'atomsweeps', 'angelsradiosocial', 'cbsupfront', 'lufc', 'atmycanadianbbq', 'supermariomaker2', 'thingsthatboreme', 'leeder', 'startrekpicard', 'campfire', 'aplang', 'unbelievabletonight', 'nintendodirect', 'wembley', 'story mode', 'ashley cole', 'chris archer', 'iowa and south carolina', 'acc network', 'vita coco', 'derby county', 'rick and morty', 'thousands of game of thrones', 'mario maker 2', 'bielsa', 'frank lampard', 'camp fire', 'hudson river', 'gase', 'cal fire', 'pg&e', 'jamie collins', 'jets', 'abortionrights', 'whyimunhappyin5words', 'leeds', 'womensrightsarehumanrights', 'youknowme', 'alabamaabortionban']"
135,2019-05-16,"['cancelstephenmiller', 'thetick', 'nationalbbqday', 'season8recap', 'twchats', 'immigrationreform', 'alwaysbemymaybe', 'fundourfuture', 'rocketman', 'unusualcraftbeers', 'keepfamiliestogether', 'sb50', 'impei', 'gusandeddy', 'lindseythelapdog', 'apstats', 'ripbigdog', 'oddthingstosayatafuneral', 'bsugrad19', 'technologyprosandcons', 'batwoman', 'alaskahappyhour', 'eurovision', 'marlen ochoa-lopez', 'chris rock', 'hal mumme', 'nature boy', 'dwayne bowe', 'lori harvey', 'sony and microsoft', 'carlos gomez', 'brooks koepka', 'ruby rose', 'administration or congress', 'conforto', 'patrick peterson', 'the tick', 'danny lee', 'world-renowned architect', 'keon broxton', 'gene simmons', 'ric flair', 'birthdaycollection', 'meparty', 'savethetick', 'womensreproductiverights', 'tomi lahren', 'i.m. pei', 'trey songz', 'abortionisawomansright']"
136,2019-05-17,"['happybirthdayjordan', 'minecraft10years', 'fridayreads', 'oldtownroadmovie', 'nationalpizzapartyday', 'moonshinemoment', 'csusm2019', 'gymjordan', 'salesforcedown', 'grumpycatrip', 'brownvboard', 'sb22', 'okquake', 'flashbackfriday', 'earthquake', '1yearwithtear', 'twitterforgood', 'makeamoviesick', 'freemugfriday', 'easier', 'winds of war', 'penny hardaway', 'ryan griffin', 'usmca', 'the caine mutiny', 'damn tyreke', 'john davidson', 'switch us', 'cillizza', 'john barron', 'parkrose high school', 'keanon lowe', 'john clayton', 'his dark materials', 'sally yates', 'adam scott', 'steve wynn', 'point of honor', 'canada and mexico', 'just cause 3', 'endangeredspeciesday', 'tony robbins', 'herman wouk', 'ishouldntjudgebut', 'distractmein4words', 'equalityact', 'oj mayo', 'doom', 'tyreke evans', 'freecodefridaycontest']"
137,2019-05-18,"['addgotimproveanything', 'ilovereesesday', 'iceland', 'newbatmangadgets', 'esc2019', 'ncaalax', 'facupfinal', 'wbss', 'taylorbaranchyk', 'caturday', 'indy500qualifying', 'saturdaythoughts', 'armedforcesday', 'ufcrochester', 'sometimesijustsitandwonder', 'btsatmetlife', 'jodie taylor', 'nana banana', 'no more lies', 'conchita', 'hinch', 'slovenia', 'cyprus', 'josh taylor', 'czech republic', 'sammy shore', 'verka', 'tanaka', 'black ops 5', 'gop congressman', 'estonia', 'north macedonia', 'david carr', 'treyarch', 'austin meadows', 'tati and jeffree', 'inoue', 'cessa', 'terminator', 'san marino', 'taehyungyouareperfect', 'republican congressman', 'preakness', 'sjvchi', 'catholic boy', 'quakes74', 'wondo', 'amash', 'arnold', 'eurovision']"
138,2019-05-19,"['rbnyvatl', 'malcolmx', 'robertfsmith', 'overreactedwhen', 'pokemongocommunityday', 'republicansdontcare', 'shehasaplan', 'payitforward', 'sncselfies', 'btsatmetlife_d2', 'bumpday', 'sundaythoughts', 'thingsicountasahobby', 'goml2019', 'indy500qualifying', 'orlvcin', 'wumbotron', 'sundayfunday', 'thephantommenace', 'sonictemplefest', 'glee10thanniversary', 'melee', 'callaway', 'thairo estrada', 'dustin johnson', 'mr. smith', '3-0 blues', 'indy 500', 'romney', 'shane bieber', 'drake and josh', 'malcolm x', ""scott's tots"", 'tarasenko', 'cano', 'kyle kaiser', 'deutsche bank', 'alonso', 'mclaren', 'issaqueer', 'robert f. smith', 'rolex', 'jaden schwartz', 'cody ko', 'morehouse', 'stlvssjs', 'jake paul', 'thefinalepisode', 'gotfinale', 'gameofthronesfinale']"
139,2019-05-20,"['musicmonday', 'yahtzee', 'chicagoinaugural', 'pawday', 'rokugotsweepstakes', 'strangerthings3', 'weirdthingstobbq', 'tubenews', 'deadlinewh', 'datingprofilewhitelies', 'te jordan leggett', 'meet the mets', 'goal of the week', 'nigel farage', 'el reno', 'ed cooley', 'brodie van wagenen', 'ezekiel elliott', 'mcghan', 'purple emoji', 'shoe 2', 'jeanie', 'otas', 'marino', 'first take', 'paducah', 'danny shelton', 'judge mehta', 'will wade', 'frank vogel', 'david payne', 'crescent', 'mazars', 'readthemuellerreport', 'rob pelinka', 'jay sekulow', 'nationaldogrescueday', 'banks', 'oddconveniencestoreitems', 'zeke', 'justin rogers', 'worldbeeday', 'jack in the box', 'magic', 'jeff daniels', 'cespedes', 'tfue', 'mcgahn', 'faze', 'nationalrescuedogday']"
140,2019-05-21,"['trumpobstructedjustice', 'whycultshappen', 'traveltuesday', 'givemeasignsweepstakes', 'voodoofest', 'btsonseacrest', 'describethehumanexperience', 'artistconfessions', 'waitstaffsongs', '19thamendment', 'onceuponatimeinhollywood', 'askhannahb', 'btsxnyc', 'livestocknikesbjordan1la', 'womensvote100', 'other real estate owned', 'secretary of hud', 'barbara barrett', 'gifted hands', 'hydrox', 'apple shampoo', 'judoon', 'housing and urban development', 'origin', 'matt breida', 'cech', 'secretary carson', 'urza', 'all-rookie', 'rep. porter', 'tarantino', 'dr. carson', 'reos', 'sims 4', 'once upon a time in hollywood', 'reo speedwagon', 'hud secretary', 'annie donaldson', 'new coke', 'katie porter', 'seth rogen', 'impeachmentinquirynow', 'iheartbts', 'stupidquestionsforbarbers', 'hope hicks', 'gemini', 'stopthebans', 'oreo', 'ben carson', '1stcartooncrush']"
141,2019-05-22,"['idontdocoverups', 'weloveyouseokjin', 'wallpaperwednesday', 'biodiversityday', 'askja', 'trumpcoverup', 'youngbloodmemories', 'bravocon', 'coverup', 'canadianpartygames', 'harveymilkday', 'cancelmydebt', 'bandsthatread', 'nascarhof', 'trumptantrum', 'wacha', 'valerie plame', 'fernando rodney', 'pat bev', 'qb landry jones', 'lb jon bostic', 'broussard', 'all-defensive', 'bobby labonte', 'pds tornado watch', 'harvey milk', 'infrastructure week', 'st. thomas', 'juwan howard', 'tony stewart', '2021 nfl draft', 'myles turner', 'joe gibbs', 'judge ramos', 'waddell wilson', 'miac', 'deutsche bank and capital one', 'buddy baker', 'harriet tubman', 'marcus smart', 'rose garden', 'askyunggravy', 'donjrbooktitles', 'natalie portman', 'stormy daniels', 'worldgothday', 'avenatti', '1stanimecrush', 'moby', '1stvideogamecrush']"
142,2019-05-23,"['kigoldpass', 'jaclynhillcosmetics', 'mysoulmateisprobably', 'raiseit', 'cityoftomorrow', 'allnba', 'mybtsenergy', 'freemichaelthompson', 'fightfor15', 'turbulent', 'noseson', 'rtrpsor19', 'picard', 'fmwfcorpcup', 'stablegenius', 'pitdark', 'questionsioftenaskmyself', 'makea90ssongmodern', '1letterwrongashow', 'rednoseday', '1sttvcrush', 'chateau picard', 'joyner and logic', '$16 billion', 'shane greene', 'sarah sanders', 'zucker', 'supermax', 'tyler flowers', 'pat neshek', 'live letter', 'kellyanne', 'joyner lucas', 'bradley beal', 'gobert', 'kessel', 'ever the same', 'crazy nancy', 'carlos gomez', 'startrekpicard', 'makesolo2happen', 'trumpmustresign', 'matt harvey', 'wikileaks', 'mykpopcareer', 'espionage act', 'worldturtleday', 'kemba', 'all-nba', 'assange']"
